John Smith,196260,Main Street Cityville State,-33259978
Emily Johnson,196593,Oak Avenue,-33316650.5
Michael Davis,196926,Pine Road,-33373323
John Smith,197259,Main Street Cityville State,-33429995.5
Emily Johnson,197592,Oak Avenue,-33486668
Michael Davis,197925,Pine Road,-33543340.5
John Smith,198258,Main Street Cityville State,-33600013
Emily Johnson,198591,Oak Avenue,-33656685.5
John Smith,198924,Main Street Cityville State,-33713358
Emily Johnson,199257,Oak Avenue,-33770030.5
Michael Davis,199590,Pine Road,-33826703
John Smith,199923,Main Street Cityville State,-33883375.5
John Smith,200256,Main Street Cityville State,-33940048
Emily Johnson,200589,Oak Avenue,-33996720.5
John Smith,200922,Main Street Cityville State,-34053393
Emily Johnson,201255,Oak Avenue,-34110065.5
Michael Davis,201588,Pine Road,-34166738
John Smith,201921,Main Street Cityville State,-34223410.5
Emily Johnson,202254,Oak Avenue,-34280083
Michael Davis,202587,Pine Road,-34336755.5
John Smith,202920,Main Street Cityville State,-34393428
Emily Johnson,203253,Oak Avenue,-34450100.5
Michael Davis,203586,Pine Road,-34506773
John Smith,203919,Main Street Cityville State,-34563445.5
Emily Johnson,204252,Oak Avenue,-34620118
Michael Davis,204585,Pine Road,-34676790.5
John Smith,204918,Main Street Cityville State,-34733463
Emily Johnson,205251,Oak Avenue,-34790135.5
Michael Davis,205584,Pine Road,-34846808
John Smith,205917,Main Street Cityville State,-34903480.5
Emily Johnson,206250,Oak Avenue,-34960153
Michael Davis,206583,Pine Road,-35016825.5
John Smith,206916,Main Street Cityville State,-35073498
Emily Johnson,207249,Oak Avenue,-35130170.5
Michael Davis,207582,Pine Road,-35186843
John Smith,207915,Main Street Cityville State,-35243515.5
Emily Johnson,208248,Oak Avenue,-35300188
John Smith,208581,Main Street Cityville State,-35356860.5
Emily Johnson,208914,Oak Avenue,-35413533
Michael Davis,209247,Pine Road,-35470205.5
John Smith,209580,Main Street Cityville State,-35526878
John Smith,209913,Main Street Cityville State,-35583550.5
Emily Johnson,210246,Oak Avenue,-35640223
John Smith,210579,Main Street Cityville State,-35696895.5
Emily Johnson,210912,Oak Avenue,-35753568
Michael Davis,211245,Pine Road,-35810240.5
John Smith,211578,Main Street Cityville State,-35866913
Emily Johnson,211911,Oak Avenue,-35923585.5
Michael Davis,212244,Pine Road,-35980258
John Smith,212577,Main Street Cityville State,-36036930.5
Emily Johnson,212910,Oak Avenue,-36093603
Michael Davis,213243,Pine Road,-36150275.5
John Smith,213576,Main Street Cityville State,-36206948
Emily Johnson,213909,Oak Avenue,-36263620.5
Michael Davis,214242,Pine Road,-36320293
John Smith,214575,Main Street Cityville State,-36376965.5
Emily Johnson,214908,Oak Avenue,-36433638
Michael Davis,215241,Pine Road,-36490310.5
John Smith,215574,Main Street Cityville State,-36546983
Emily Johnson,215907,Oak Avenue,-36603655.5
Michael Davis,216240,Pine Road,-36660328
John Smith,216573,Main Street Cityville State,-36717000.5
Emily Johnson,216906,Oak Avenue,-36773673
Michael Davis,217239,Pine Road,-36830345.5
John Smith,217572,Main Street Cityville State,-36887018
Emily Johnson,217905,Oak Avenue,-36943690.5
John Smith,218238,Main Street Cityville State,-37000363
Emily Johnson,218571,Oak Avenue,-37057035.5
Michael Davis,218904,Pine Road,-37113708
John Smith,219237,Main Street Cityville State,-37170380.5
John Smith,219570,Main Street Cityville State,-37227053
Emily Johnson,219903,Oak Avenue,-37283725.5
John Smith,220236,Main Street Cityville State,-37340398
Emily Johnson,220569,Oak Avenue,-37397070.5
Michael Davis,220902,Pine Road,-37453743
John Smith,221235,Main Street Cityville State,-37510415.5
Emily Johnson,221568,Oak Avenue,-37567088
Michael Davis,221901,Pine Road,-37623760.5
John Smith,222234,Main Street Cityville State,-37680433
Emily Johnson,222567,Oak Avenue,-37737105.5
Michael Davis,222900,Pine Road,-37793778
John Smith,223233,Main Street Cityville State,-37850450.5
Emily Johnson,223566,Oak Avenue,-37907123
Michael Davis,223899,Pine Road,-37963795.5
John Smith,224232,Main Street Cityville State,-38020468
Emily Johnson,224565,Oak Avenue,-38077140.5
Michael Davis,224898,Pine Road,-38133813
John Smith,225231,Main Street Cityville State,-38190485.5
Emily Johnson,225564,Oak Avenue,-38247158
Michael Davis,225897,Pine Road,-38303830.5
John Smith,226230,Main Street Cityville State,-38360503
Emily Johnson,226563,Oak Avenue,-38417175.5
Michael Davis,226896,Pine Road,-38473848
John Smith,227229,Main Street Cityville State,-38530520.5
Emily Johnson,227562,Oak Avenue,-38587193
John Smith,227895,Main Street Cityville State,-38643865.5
Emily Johnson,228228,Oak Avenue,-38700538
Michael Davis,228561,Pine Road,-38757210.5
John Smith,228894,Main Street Cityville State,-38813883
John Smith,229227,Main Street Cityville State,-38870555.5
Emily Johnson,229560,Oak Avenue,-38927228
John Smith,229893,Main Street Cityville State,-38983900.5
Emily Johnson,230226,Oak Avenue,-39040573
Michael Davis,230559,Pine Road,-39097245.5
John Smith,230892,Main Street Cityville State,-39153918
Emily Johnson,231225,Oak Avenue,-39210590.5
Michael Davis,231558,Pine Road,-39267263
John Smith,231891,Main Street Cityville State,-39323935.5
Emily Johnson,232224,Oak Avenue,-39380608
Michael Davis,232557,Pine Road,-39437280.5
John Smith,232890,Main Street Cityville State,-39493953
Emily Johnson,233223,Oak Avenue,-39550625.5
Michael Davis,233556,Pine Road,-39607298
John Smith,233889,Main Street Cityville State,-39663970.5
Emily Johnson,234222,Oak Avenue,-39720643
Michael Davis,234555,Pine Road,-39777315.5
John Smith,234888,Main Street Cityville State,-39833988
Emily Johnson,235221,Oak Avenue,-39890660.5
Michael Davis,235554,Pine Road,-39947333
John Smith,235887,Main Street Cityville State,-40004005.5
Emily Johnson,236220,Oak Avenue,-40060678
Michael Davis,236553,Pine Road,-40117350.5
John Smith,236886,Main Street Cityville State,-40174023
Emily Johnson,237219,Oak Avenue,-40230695.5
John Smith,237552,Main Street Cityville State,-40287368
Emily Johnson,237885,Oak Avenue,-40344040.5
Michael Davis,238218,Pine Road,-40400713
John Smith,238551,Main Street Cityville State,-40457385.5
John Smith,238884,Main Street Cityville State,-40514058
Emily Johnson,239217,Oak Avenue,-40570730.5
John Smith,239550,Main Street Cityville State,-40627403
Emily Johnson,239883,Oak Avenue,-40684075.5
Michael Davis,240216,Pine Road,-40740748
John Smith,240549,Main Street Cityville State,-40797420.5
Emily Johnson,240882,Oak Avenue,-40854093
Michael Davis,241215,Pine Road,-40910765.5
John Smith,241548,Main Street Cityville State,-40967438
Emily Johnson,241881,Oak Avenue,-41024110.5
Michael Davis,242214,Pine Road,-41080783
John Smith,242547,Main Street Cityville State,-41137455.5
Emily Johnson,242880,Oak Avenue,-41194128
Michael Davis,243213,Pine Road,-41250800.5
John Smith,243546,Main Street Cityville State,-41307473
Emily Johnson,243879,Oak Avenue,-41364145.5
Michael Davis,244212,Pine Road,-41420818
John Smith,244545,Main Street Cityville State,-41477490.5
Emily Johnson,244878,Oak Avenue,-41534163
Michael Davis,245211,Pine Road,-41590835.5
John Smith,245544,Main Street Cityville State,-41647508
Emily Johnson,245877,Oak Avenue,-41704180.5
Michael Davis,246210,Pine Road,-41760853
John Smith,246543,Main Street Cityville State,-41817525.5
Emily Johnson,246876,Oak Avenue,-41874198
John Smith,247209,Main Street Cityville State,-41930870.5
Emily Johnson,247542,Oak Avenue,-41987543
Michael Davis,247875,Pine Road,-42044215.5
John Smith,248208,Main Street Cityville State,-42100888
John Smith,248541,Main Street Cityville State,-42157560.5
Emily Johnson,248874,Oak Avenue,-42214233
John Smith,249207,Main Street Cityville State,-42270905.5
Emily Johnson,249540,Oak Avenue,-42327578
Michael Davis,249873,Pine Road,-42384250.5
John Smith,250206,Main Street Cityville State,-42440923
Emily Johnson,250539,Oak Avenue,-42497595.5
Michael Davis,250872,Pine Road,-42554268
John Smith,251205,Main Street Cityville State,-42610940.5
Emily Johnson,251538,Oak Avenue,-42667613
Michael Davis,251871,Pine Road,-42724285.5
John Smith,252204,Main Street Cityville State,-42780958
Emily Johnson,252537,Oak Avenue,-42837630.5
Michael Davis,252870,Pine Road,-42894303
John Smith,253203,Main Street Cityville State,-42950975.5
Emily Johnson,253536,Oak Avenue,-43007648
Michael Davis,253869,Pine Road,-43064320.5
John Smith,254202,Main Street Cityville State,-43120993
Emily Johnson,254535,Oak Avenue,-43177665.5
Michael Davis,254868,Pine Road,-43234338
John Smith,255201,Main Street Cityville State,-43291010.5
Emily Johnson,255534,Oak Avenue,-43347683
Michael Davis,255867,Pine Road,-43404355.5
John Smith,256200,Main Street Cityville State,-43461028
Emily Johnson,256533,Oak Avenue,-43517700.5
John Smith,256866,Main Street Cityville State,-43574373
Emily Johnson,257199,Oak Avenue,-43631045.5
Michael Davis,257532,Pine Road,-43687718
John Smith,257865,Main Street Cityville State,-43744390.5
John Smith,258198,Main Street Cityville State,-43801063
Emily Johnson,258531,Oak Avenue,-43857735.5
John Smith,258864,Main Street Cityville State,-43914408
Emily Johnson,259197,Oak Avenue,-43971080.5
Michael Davis,259530,Pine Road,-44027753
John Smith,259863,Main Street Cityville State,-44084425.5
Emily Johnson,260196,Oak Avenue,-44141098
Michael Davis,260529,Pine Road,-44197770.5
John Smith,260862,Main Street Cityville State,-44254443
Emily Johnson,261195,Oak Avenue,-44311115.5
Michael Davis,261528,Pine Road,-44367788
John Smith,261861,Main Street Cityville State,-44424460.5
Emily Johnson,262194,Oak Avenue,-44481133
Michael Davis,262527,Pine Road,-44537805.5
John Smith,262860,Main Street Cityville State,-44594478
Emily Johnson,263193,Oak Avenue,-44651150.5
Michael Davis,263526,Pine Road,-44707823
John Smith,263859,Main Street Cityville State,-44764495.5
Emily Johnson,264192,Oak Avenue,-44821168
Michael Davis,264525,Pine Road,-44877840.5
John Smith,264858,Main Street Cityville State,-44934513
Emily Johnson,265191,Oak Avenue,-44991185.5
Michael Davis,265524,Pine Road,-45047858
John Smith,265857,Main Street Cityville State,-45104530.5
Emily Johnson,266190,Oak Avenue,-45161203
John Smith,266523,Main Street Cityville State,-45217875.5
Emily Johnson,266856,Oak Avenue,-45274548
Michael Davis,267189,Pine Road,-45331220.5
John Smith,267522,Main Street Cityville State,-45387893
John Smith,267855,Main Street Cityville State,-45444565.5
Emily Johnson,268188,Oak Avenue,-45501238
John Smith,268521,Main Street Cityville State,-45557910.5
Emily Johnson,268854,Oak Avenue,-45614583
Michael Davis,269187,Pine Road,-45671255.5
John Smith,269520,Main Street Cityville State,-45727928
Emily Johnson,269853,Oak Avenue,-45784600.5
Michael Davis,270186,Pine Road,-45841273
John Smith,270519,Main Street Cityville State,-45897945.5
Emily Johnson,270852,Oak Avenue,-45954618
Michael Davis,271185,Pine Road,-46011290.5
John Smith,271518,Main Street Cityville State,-46067963
Emily Johnson,271851,Oak Avenue,-46124635.5
Michael Davis,272184,Pine Road,-46181308
John Smith,272517,Main Street Cityville State,-46237980.5
Emily Johnson,272850,Oak Avenue,-46294653
Michael Davis,273183,Pine Road,-46351325.5
John Smith,273516,Main Street Cityville State,-46407998
Emily Johnson,273849,Oak Avenue,-46464670.5
Michael Davis,274182,Pine Road,-46521343
John Smith,274515,Main Street Cityville State,-46578015.5
Emily Johnson,274848,Oak Avenue,-46634688
Michael Davis,275181,Pine Road,-46691360.5
John Smith,275514,Main Street Cityville State,-46748033
Emily Johnson,275847,Oak Avenue,-46804705.5
John Smith,276180,Main Street Cityville State,-46861378
Emily Johnson,276513,Oak Avenue,-46918050.5
Michael Davis,276846,Pine Road,-46974723
John Smith,277179,Main Street Cityville State,-47031395.5
John Smith,277512,Main Street Cityville State,-47088068
Emily Johnson,277845,Oak Avenue,-47144740.5
John Smith,278178,Main Street Cityville State,-47201413
Emily Johnson,278511,Oak Avenue,-47258085.5
Michael Davis,278844,Pine Road,-47314758
John Smith,279177,Main Street Cityville State,-47371430.5
Emily Johnson,279510,Oak Avenue,-47428103
Michael Davis,279843,Pine Road,-47484775.5
John Smith,280176,Main Street Cityville State,-47541448
Emily Johnson,280509,Oak Avenue,-47598120.5
Michael Davis,280842,Pine Road,-47654793
John Smith,281175,Main Street Cityville State,-47711465.5
Emily Johnson,281508,Oak Avenue,-47768138
Michael Davis,281841,Pine Road,-47824810.5
John Smith,282174,Main Street Cityville State,-47881483
Emily Johnson,282507,Oak Avenue,-47938155.5
Michael Davis,282840,Pine Road,-47994828
John Smith,283173,Main Street Cityville State,-48051500.5
Emily Johnson,283506,Oak Avenue,-48108173
Michael Davis,283839,Pine Road,-48164845.5
John Smith,284172,Main Street Cityville State,-48221518
Emily Johnson,284505,Oak Avenue,-48278190.5
Michael Davis,284838,Pine Road,-48334863
John Smith,285171,Main Street Cityville State,-48391535.5
Emily Johnson,285504,Oak Avenue,-48448208
John Smith,285837,Main Street Cityville State,-48504880.5
Emily Johnson,286170,Oak Avenue,-48561553
Michael Davis,286503,Pine Road,-48618225.5
John Smith,286836,Main Street Cityville State,-48674898
John Smith,287169,Main Street Cityville State,-48731570.5
Emily Johnson,287502,Oak Avenue,-48788243
John Smith,287835,Main Street Cityville State,-48844915.5
Emily Johnson,288168,Oak Avenue,-48901588
Michael Davis,288501,Pine Road,-48958260.5
John Smith,288834,Main Street Cityville State,-49014933
Emily Johnson,289167,Oak Avenue,-49071605.5
Michael Davis,289500,Pine Road,-49128278
John Smith,289833,Main Street Cityville State,-49184950.5
Emily Johnson,290166,Oak Avenue,-49241623
Michael Davis,290499,Pine Road,-49298295.5
John Smith,290832,Main Street Cityville State,-49354968
Emily Johnson,291165,Oak Avenue,-49411640.5
Michael Davis,291498,Pine Road,-49468313
John Smith,291831,Main Street Cityville State,-49524985.5
Emily Johnson,292164,Oak Avenue,-49581658
Michael Davis,292497,Pine Road,-49638330.5
John Smith,292830,Main Street Cityville State,-49695003
Emily Johnson,293163,Oak Avenue,-49751675.5
Michael Davis,293496,Pine Road,-49808348
John Smith,293829,Main Street Cityville State,-49865020.5
Emily Johnson,294162,Oak Avenue,-49921693
Michael Davis,294495,Pine Road,-49978365.5
John Smith,294828,Main Street Cityville State,-50035038
Emily Johnson,295161,Oak Avenue,-50091710.5
John Smith,295494,Main Street Cityville State,-50148383
Emily Johnson,295827,Oak Avenue,-50205055.5
Michael Davis,296160,Pine Road,-50261728
John Smith,296493,Main Street Cityville State,-50318400.5
John Smith,296826,Main Street Cityville State,-50375073
Emily Johnson,297159,Oak Avenue,-50431745.5
John Smith,297492,Main Street Cityville State,-50488418
Emily Johnson,297825,Oak Avenue,-50545090.5
Michael Davis,298158,Pine Road,-50601763
John Smith,298491,Main Street Cityville State,-50658435.5
Emily Johnson,298824,Oak Avenue,-50715108
Michael Davis,299157,Pine Road,-50771780.5
John Smith,299490,Main Street Cityville State,-50828453
Emily Johnson,299823,Oak Avenue,-50885125.5
Michael Davis,300156,Pine Road,-50941798
John Smith,300489,Main Street Cityville State,-50998470.5
Emily Johnson,300822,Oak Avenue,-51055143
Michael Davis,301155,Pine Road,-51111815.5
John Smith,301488,Main Street Cityville State,-51168488
Emily Johnson,301821,Oak Avenue,-51225160.5
Michael Davis,302154,Pine Road,-51281833
John Smith,302487,Main Street Cityville State,-51338505.5
Emily Johnson,302820,Oak Avenue,-51395178
Michael Davis,303153,Pine Road,-51451850.5
John Smith,303486,Main Street Cityville State,-51508523
Emily Johnson,303819,Oak Avenue,-51565195.5
Michael Davis,304152,Pine Road,-51621868
John Smith,304485,Main Street Cityville State,-51678540.5
Emily Johnson,304818,Oak Avenue,-51735213
John Smith,305151,Main Street Cityville State,-51791885.5
Emily Johnson,305484,Oak Avenue,-51848558
Michael Davis,305817,Pine Road,-51905230.5
John Smith,306150,Main Street Cityville State,-51961903
John Smith,306483,Main Street Cityville State,-52018575.5
Emily Johnson,306816,Oak Avenue,-52075248
John Smith,307149,Main Street Cityville State,-52131920.5
Emily Johnson,307482,Oak Avenue,-52188593
Michael Davis,307815,Pine Road,-52245265.5
John Smith,308148,Main Street Cityville State,-52301938
Emily Johnson,308481,Oak Avenue,-52358610.5
Michael Davis,308814,Pine Road,-52415283
John Smith,309147,Main Street Cityville State,-52471955.5
Emily Johnson,309480,Oak Avenue,-52528628
Michael Davis,309813,Pine Road,-52585300.5
John Smith,310146,Main Street Cityville State,-52641973
Emily Johnson,310479,Oak Avenue,-52698645.5
Michael Davis,310812,Pine Road,-52755318
John Smith,311145,Main Street Cityville State,-52811990.5
Emily Johnson,311478,Oak Avenue,-52868663
Michael Davis,311811,Pine Road,-52925335.5
John Smith,312144,Main Street Cityville State,-52982008
Emily Johnson,312477,Oak Avenue,-53038680.5
Michael Davis,312810,Pine Road,-53095353
John Smith,313143,Main Street Cityville State,-53152025.5
Emily Johnson,313476,Oak Avenue,-53208698
Michael Davis,313809,Pine Road,-53265370.5
John Smith,314142,Main Street Cityville State,-53322043
Emily Johnson,314475,Oak Avenue,-53378715.5
John Smith,314808,Main Street Cityville State,-53435388
Emily Johnson,315141,Oak Avenue,-53492060.5
Michael Davis,315474,Pine Road,-53548733
John Smith,315807,Main Street Cityville State,-53605405.5
John Smith,316140,Main Street Cityville State,-53662078
Emily Johnson,316473,Oak Avenue,-53718750.5
John Smith,316806,Main Street Cityville State,-53775423
Emily Johnson,317139,Oak Avenue,-53832095.5
Michael Davis,317472,Pine Road,-53888768
John Smith,317805,Main Street Cityville State,-53945440.5
Emily Johnson,318138,Oak Avenue,-54002113
Michael Davis,318471,Pine Road,-54058785.5
John Smith,318804,Main Street Cityville State,-54115458
Emily Johnson,319137,Oak Avenue,-54172130.5
Michael Davis,319470,Pine Road,-54228803
John Smith,319803,Main Street Cityville State,-54285475.5
Emily Johnson,320136,Oak Avenue,-54342148
Michael Davis,320469,Pine Road,-54398820.5
John Smith,320802,Main Street Cityville State,-54455493
Emily Johnson,321135,Oak Avenue,-54512165.5
Michael Davis,321468,Pine Road,-54568838
John Smith,321801,Main Street Cityville State,-54625510.5
Emily Johnson,322134,Oak Avenue,-54682183
Michael Davis,322467,Pine Road,-54738855.5
John Smith,322800,Main Street Cityville State,-54795528
Emily Johnson,323133,Oak Avenue,-54852200.5
Michael Davis,323466,Pine Road,-54908873
John Smith,323799,Main Street Cityville State,-54965545.5
Emily Johnson,324132,Oak Avenue,-55022218
John Smith,324465,Main Street Cityville State,-55078890.5
Emily Johnson,324798,Oak Avenue,-55135563
Michael Davis,325131,Pine Road,-55192235.5
John Smith,325464,Main Street Cityville State,-55248908
John Smith,325797,Main Street Cityville State,-55305580.5
Emily Johnson,326130,Oak Avenue,-55362253
John Smith,326463,Main Street Cityville State,-55418925.5
Emily Johnson,326796,Oak Avenue,-55475598
Michael Davis,327129,Pine Road,-55532270.5
John Smith,327462,Main Street Cityville State,-55588943
Emily Johnson,327795,Oak Avenue,-55645615.5
Michael Davis,328128,Pine Road,-55702288
John Smith,328461,Main Street Cityville State,-55758960.5
Emily Johnson,328794,Oak Avenue,-55815633
Michael Davis,329127,Pine Road,-55872305.5
John Smith,329460,Main Street Cityville State,-55928978
Emily Johnson,329793,Oak Avenue,-55985650.5
Michael Davis,330126,Pine Road,-56042323
John Smith,330459,Main Street Cityville State,-56098995.5
Emily Johnson,330792,Oak Avenue,-56155668
Michael Davis,331125,Pine Road,-56212340.5
John Smith,331458,Main Street Cityville State,-56269013
Emily Johnson,331791,Oak Avenue,-56325685.5
Michael Davis,332124,Pine Road,-56382358
John Smith,332457,Main Street Cityville State,-56439030.5
Emily Johnson,332790,Oak Avenue,-56495703
